date;index_value;volume;trades;oil_price;forex;temp_spb;temp_kost;temp_petr;day_of_week;day_of_year;day_of_month;year;month;week;is_month_end;is_month_start
2014-04-21;13419.0;4455;;109.69;35.733774999999994;11.3;8.87037037037037;5.1;0;111;21;2014;4;17;0;0
2014-04-22;13445.0;3915;;108.54;35.6688;12.4;8.915226337448559;10.1;1;112;22;2014;4;17;0;0
2014-04-23;13494.0;5535;;108.48;35.6785;5.8;8.960082304526749;3.7;2;113;23;2014;4;17;0;0
2014-04-24;13523.0;5955;;109.79;35.6625;4.1;9.004938271604937;5.0;3;114;24;2014;4;17;0;0
2014-04-25;13553.0;4095;;109.53;35.683;7.5;9.049794238683127;5.1;4;115;25;2014;4;17;0;0
2014-04-28;13641.0;4095;;109.12;35.939125000000004;10.9;9.184362139917695;9.2;0;118;28;2014;4;18;0;0
2014-04-29;13634.0;4095;;109.89;36.0245;11.7;9.229218106995884;6.8;1;119;29;2014;4;18;0;0
2014-04-30;13613.0;4275;;108.63;35.6983;7.1;9.274074074074074;3.3;2;120;30;2014;4;18;1;0
2014-05-05;13595.0;5160;;109.48;35.232883333333334;3.7;9.498353909465019;3.4;0;125;5;2014;5;19;0;0
2014-05-06;13549.0;5100;;108.3;35.1398;3.3;9.543209876543209;2.7;1;126;6;2014;5;19;0;0
2014-05-07;13530.0;3165;;108.17;34.3236;5.3;9.588065843621399;1.8;2;127;7;2014;5;19;0;0
2014-05-08;13541.0;4080;;108.19;35.6605;6.1;9.632921810699587;3.9;3;128;8;2014;5;19;0;0
2014-05-12;13444.0;2925;;108.37;52.6932;10.9;9.812345679012344;10.2;0;132;12;2014;5;20;0;0
2014-05-13;13508.0;2385;;108.78;35.2091;12.1;9.857201646090534;12.7;1;133;13;2014;5;20;0;0
2014-05-14;13451.0;2025;;109.87;34.8789;7.2;9.902057613168724;5.4;2;134;14;2014;5;20;0;0
2014-05-15;13442.0;3660;;109.74;34.709;6.8;9.946913580246912;4.0;3;135;15;2014;5;20;0;0
2014-05-16;13449.0;1830;;110.9;34.7005;9.3;9.991769547325102;8.4;4;136;16;2014;5;20;0;0
2014-05-19;13367.0;3000;;110.84;34.729675;23.4;10.126337448559669;16.8;0;139;19;2014;5;21;0;0
2014-05-20;13324.0;4440;;110.35;34.7394;24.6;10.171193415637859;25.1;1;140;20;2014;5;21;0;0
2014-05-21;13342.0;2040;;111.32;34.6007;21.1;10.216049382716049;22.2;2;141;21;2014;5;21;0;0
2014-05-22;13281.0;3420;;110.89;34.5078;17.3;10.260905349794237;15.9;3;142;22;2014;5;21;0;0
2014-05-23;13174.0;3630;;110.19;34.2802;19.3;10.305761316872427;21.4;4;143;23;2014;5;21;0;0
2014-05-26;13153.0;4230;;110.01;34.127875;18.6;10.440329218106994;7.0;0;146;26;2014;5;22;0;0
2014-05-27;13099.0;5820;;109.81;34.0771;8.2;10.485185185185184;6.2;1;147;27;2014;5;22;0;0
2014-05-28;13136.0;3075;;109.09;34.2571;8.8;10.530041152263374;10.3;2;148;28;2014;5;22;0;0
2014-05-29;13138.0;6855;;109.98;34.4895;11.4;10.574897119341562;14.7;3;149;29;2014;5;22;0;0
2014-05-30;13136.0;4695;;109.21;34.6481;13.5;10.619753086419752;11.1;4;150;30;2014;5;22;0;0
2014-06-02;13057.0;4200;;109.34;34.9592;14.2;10.754320987654319;12.6;0;153;2;2014;6;23;0;0
2014-06-03;13006.0;3150;;108.87;36.0849;19.4;10.79917695473251;14.0;1;154;3;2014;6;23;0;0
2014-06-04;13006.0;3510;;109.07;35.9615;20.9;10.8440329218107;18.6;2;155;4;2014;6;23;0;0
2014-06-05;13054.0;4500;;108.43;35.8381;21.6;10.888888888888888;21.1;3;156;5;2014;6;23;0;0
2014-06-06;13014.0;5295;;109.21;34.9043;21.9;10.933744855967078;20.7;4;157;6;2014;6;23;0;0
2014-06-09;13046.0;3945;;110.55;36.9219;16.9;11.068312757201644;13.9;0;160;9;2014;6;24;0;0
2014-06-10;12930.0;4095;;109.18;40.6606;13.0;11.113168724279834;11.6;1;161;10;2014;6;24;0;0
2014-06-11;12907.0;3915;;109.83;44.3993;14.4;11.158024691358024;15.3;2;162;11;2014;6;24;0;0
2014-06-16;13038.0;3345;;113.42;36.20438333333333;11.6;11.38230452674897;11.4;0;167;16;2014;6;25;0;0
2014-06-17;13035.0;3195;;114.02;34.5654;7.2;11.42716049382716;8.2;1;168;17;2014;6;25;0;0
2014-06-18;13062.0;4080;;114.25;34.8095;8.3;11.47201646090535;8.4;2;169;18;2014;6;25;0;0
2014-06-19;13102.0;4440;;115.19;34.8232;12.3;11.516872427983538;9.4;3;170;19;2014;6;25;0;0
2014-06-20;13108.0;3660;;114.55;34.3025;12.6;11.561728395061728;8.9;4;171;20;2014;6;25;0;0
2014-06-23;13095.0;2775;;113.62;34.285399999999996;9.9;11.696296296296294;13.8;0;174;23;2014;6;26;0;0
2014-06-24;13069.0;3360;;113.74;34.2797;10.4;11.741152263374484;8.6;1;175;24;2014;6;26;0;0
2014-06-25;13084.0;3945;;112.84;33.9812;10.3;11.786008230452675;8.0;2;176;25;2014;6;26;0;0
2014-06-26;13100.0;3360;;112.61;33.907;10.2;11.830864197530863;9.2;3;177;26;2014;6;26;0;0
2014-06-27;12637.0;3360;;112.62;33.7508;10.6;11.875720164609053;9.1;4;178;27;2014;6;26;0;0
2014-06-30;12858.0;3165;;111.03;34.337540000000004;16.2;12.01028806584362;10.3;0;181;30;2014;6;27;1;0
2014-07-01;12840.0;1740;;110.84;34.533120000000004;15.9;12.05514403292181;13.6;1;182;1;2014;7;27;0;1
2014-07-02;12746.0;1935;;110.18;34.7287;14.3;12.1;14.8;2;183;2;2014;7;27;0;0
2014-07-03;12799.0;4005;;108.98;36.1251;15.2;12.2;14.8;3;184;3;2014;7;27;0;0
2014-07-04;12820.0;3795;;108.91;36.12212;14.6;13.95;14.7;4;185;4;2014;7;27;0;0
2014-07-07;12848.0;3615;;108.7;36.11318;20.1;19.2;18.7;0;188;7;2014;7;28;0;0
2014-07-08;12857.0;3435;;107.65;36.1102;19.1;21.0;20.6;1;189;8;2014;7;28;0;0
2014-07-09;12845.0;3255;;106.84;38.046099999999996;19.1;15.9;15.9;2;190;9;2014;7;28;0;0
2014-07-10;12867.0;3555;;106.2;39.982;14.3;12.2;11.7;3;191;10;2014;7;28;0;0
2014-07-11;12812.0;4110;;105.77;45.1854;14.6;16.0;14.6;4;192;11;2014;7;28;0;0
2014-07-14;12812.0;3960;;104.73;37.031475;21.7;22.2;22.0;0;195;14;2014;7;29;0;0
2014-07-15;12775.0;3015;;104.73;34.3135;21.3;20.9;21.3;1;196;15;2014;7;29;0;0
2014-07-16;12729.0;4365;;105.41;34.3723;20.2;19.2;21.2;2;197;16;2014;7;29;0;0
2014-07-17;12720.0;2820;;106.04;34.3853;18.5;16.3;18.8;3;198;17;2014;7;29;0;0
2014-07-18;12690.0;4440;;106.03;34.7998;19.0;18.6;18.3;4;199;18;2014;7;29;0;0
2014-07-21;12638.0;3060;;105.71;35.017450000000004;18.8;18.5;18.0;0;202;21;2014;7;30;0;0
2014-07-22;13116.0;3060;;106.48;35.09;18.7;21.1;18.5;1;203;22;2014;7;30;0;0
2014-07-23;13125.0;3435;;106.85;35.0387;19.5;21.2;20.4;2;204;23;2014;7;30;0;0
2014-07-24;13124.0;3435;;105.78;34.8101;19.5;20.6;18.8;3;205;24;2014;7;30;0;0
2014-07-25;13145.0;3435;;106.89;35.0786;20.0;21.7;21.1;4;206;25;2014;7;30;0;0
2014-07-28;13142.0;3435;;106.7;35.278925;22.2;20.0;23.7;0;209;28;2014;7;31;0;0
2014-07-29;13198.0;3795;;106.98;35.3457;21.9;18.2;20.4;1;210;29;2014;7;31;0;0
2014-07-30;13248.0;3135;;106.47;35.6339;22.8;13.8;15.5;2;211;30;2014;7;31;0;0
2014-07-31;13264.0;3795;;104.94;35.7271;25.4;16.8;19.8;3;212;31;2014;7;31;1;0
2014-08-01;13274.0;3615;;103.45;35.6623;22.6;19.8;21.3;4;213;1;2014;8;31;0;1
2014-08-04;13248.0;2985;;103.63;35.4679;20.9;20.4;19.0;0;216;4;2014;8;32;0;0
2014-08-05;12889.0;2985;;102.82;35.4971;21.2;21.0;19.6;1;217;5;2014;8;32;0;0
2014-08-06;12912.0;2985;;104.17;35.033100000000005;24.2;20.4;19.9;2;218;6;2014;8;32;0;0
2014-08-07;13036.0;3960;;104.02;34.5691;20.9;21.6;20.4;3;219;7;2014;8;32;0;0
2014-08-08;13070.0;3960;;103.36;36.2496;19.9;19.0;20.6;4;220;8;2014;8;32;0;0
2014-08-11;13177.0;2985;;103.47;47.8774;20.3;16.7;20.4;0;223;11;2014;8;33;0;0
2014-08-12;13322.0;2625;;101.68;41.9832;19.9;16.9;21.3;1;224;12;2014;8;33;0;0
2014-08-13;13404.0;2985;;102.27;36.089;16.7;15.3;17.0;2;225;13;2014;8;33;0;0
2014-08-14;13474.0;2985;;101.15;36.2222;14.0;15.7;16.7;3;226;14;2014;8;33;0;0
2014-08-15;13415.0;2985;;101.13;36.0395;16.1;14.5;15.4;4;227;15;2014;8;33;0;0
2014-08-18;13520.0;2985;;99.37;36.031925;15.9;11.9;16.5;0;230;18;2014;8;34;0;0
2014-08-19;13558.0;2970;;99.74;36.0294;15.7;14.1;15.6;1;231;19;2014;8;34;0;0
2014-08-20;13471.0;3915;;99.92;36.1094;14.6;13.4;15.1;2;232;20;2014;8;34;0;0
2014-08-21;13420.0;2955;;100.28;36.224;13.7;12.6;14.3;3;233;21;2014;8;34;0;0
2014-08-22;13526.0;4995;;100.09;36.3317;13.3;12.4;12.3;4;234;22;2014;8;34;0;0
2014-08-25;13536.0;3765;;100.49;36.173;13.4;11.8;14.2;0;237;25;2014;8;35;0;0
2014-08-26;13550.0;4455;;100.5;36.1201;12.8;12.8;13.9;1;238;26;2014;8;35;0;0
2014-08-27;13525.0;3555;;100.4;36.1358;11.1;12.7;11.8;2;239;27;2014;8;35;0;0
2014-08-28;13536.0;4050;;100.71;36.1397;12.4;10.2;10.1;3;240;28;2014;8;35;0;0
2014-08-29;13581.0;4410;;101.12;36.3053;10.3;9.3;11.5;4;241;29;2014;8;35;0;0
2014-09-01;13603.0;3870;;100.4375;35.9264;10.9;7.0;9.7;0;244;1;2014;9;36;0;1
2014-09-02;13629.0;3690;;100.21;35.8001;10.3;11.0;10.1;1;245;2;2014;9;36;0;0
2014-09-03;13637.0;4260;;100.88;35.6738;11.3;12.5;13.1;2;246;3;2014;9;36;0;0
2014-09-04;13630.0;3180;;101.21;35.5475;14.4;12.8;15.5;3;247;4;2014;9;36;0;0
2014-09-05;13623.0;2610;;99.51;35.0343;14.3;13.1;16.4;4;248;5;2014;9;36;0;0
2014-09-08;13615.0;2415;;99.53;36.4461;12.8;13.549999999999999;11.5;0;251;8;2014;9;37;0;0
2014-09-09;13642.0;2415;;98.08;37.0866;13.3;13.7;12.2;1;252;9;2014;9;37;0;0
2014-09-10;13657.0;2415;;96.26;39.9819;14.1;14.2;13.2;2;253;10;2014;9;37;0;0
2014-09-11;13620.0;2235;;96.42;46.6449;15.9;13.1;15.6;3;254;11;2014;9;37;0;0
2014-09-12;13608.0;2235;;96.31;53.3079;15.2;11.6;15.5;4;255;12;2014;9;37;0;0
2014-09-15;13602.0;2235;;96.43;41.81655;10.2;6.4;9.4;0;258;15;2014;9;38;0;0
2014-09-16;13613.0;2775;;97.39;37.9861;8.8;7.0;6.9;1;259;16;2014;9;38;0;0
2014-09-17;13612.0;2775;;97.7;38.7058;9.9;7.6;8.4;2;260;17;2014;9;38;0;0
2014-09-18;13634.0;2955;;96.82;38.3724;10.2;10.5;11.3;3;261;18;2014;9;38;0;0
2014-09-19;13670.0;2955;;96.75;38.4209;11.4;10.2;12.5;4;262;19;2014;9;38;0;0
2014-09-22;13537.0;2415;;95.37;38.538875000000004;11.5;4.92;10.8;0;265;22;2014;9;39;0;0
2014-09-23;13621.0;3720;;94.87;38.5782;8.1;3.16;10.1;1;266;23;2014;9;39;0;0
2014-09-24;13607.0;4080;;94.53;38.6672;4.4;1.4;5.8;2;267;24;2014;9;39;0;0
2014-09-25;13528.0;4080;;95.2;38.383;8.0;3.8;6.5;3;268;25;2014;9;39;0;0
2014-09-26;13490.0;3720;;95.08;38.3007;9.9;7.2;8.2;4;269;26;2014;9;39;0;0
2014-09-29;13460.0;3360;;95.7;39.115125;11.9;3.6;9.6;0;272;29;2014;9;40;0;0
2014-09-30;13426.0;3720;;94.67;39.3866;7.7;2.4000000000000004;6.5;1;273;30;2014;9;40;1;0
2014-10-01;13471.0;3300;;94.57;33.1547;4.3;1.2;2.9;2;274;1;2014;10;40;0;1
2014-10-02;13600.0;4080;;91.29;33.38982;3.4;2.7;5.2;3;275;2;2014;10;40;0;0
2014-10-03;13419.0;3120;;90.8;33.62494;6.5;4.7;8.9;4;276;3;2014;10;40;0;0
2014-10-06;13475.0;2940;;90.65;34.3303;4.1;0.8;4.6;0;279;6;2014;10;41;0;0
2014-10-07;13488.0;3300;;90.9;34.0758;3.6;1.7;4.8;1;280;7;2014;10;41;0;0
2014-10-08;13516.0;3300;;90.25;35.55095;5.3;2.9;4.9;2;281;8;2014;10;41;0;0
2014-10-09;13406.0;3810;;90.47;37.0261;8.1;1.6;7.9;3;282;9;2014;10;41;0;0
2014-10-10;13253.0;4770;;88.66;39.98;10.5;0.5;6.4;4;283;10;2014;10;41;0;0
2014-10-13;13149.0;4200;;87.82;40.238825;6.8;-1.48;3.1;0;286;13;2014;10;42;0;0
2014-10-14;13021.0;3090;;86.36;40.3251;6.6;-2.1399999999999997;2.2;1;287;14;2014;10;42;0;0
2014-10-15;12920.0;3120;;84.02;40.5304;5.1;-2.8;0.4;2;288;15;2014;10;42;0;0
2014-10-16;12811.0;1635;;84.02;40.9416;0.3;-5.0;-0.3;3;289;16;2014;10;42;0;0
2014-10-17;12325.0;4035;;85.27;40.7457;-2.3;-7.3;-1.7;4;290;17;2014;10;42;0;0
2014-10-20;12397.0;3120;;84.42;40.84755;1.4;-1.4;-0.8;0;293;20;2014;10;43;0;0
2014-10-21;12330.0;2535;;85.17;40.8815;-0.6;-5.8;-4.7;1;294;21;2014;10;43;0;0
2014-10-22;12278.0;4275;;86.38;41.0501;-4.7;-9.9;-9.1;2;295;22;2014;10;43;0;0
2014-10-23;12883.0;5850;;85.94;40.9671;-6.8;-10.6;-4.8;3;296;23;2014;10;43;0;0
2014-10-24;12809.0;4575;;86.0;41.4958;-5.3;-5.1;-6.3;4;297;24;2014;10;43;0;0
2014-10-27;12760.0;3495;;85.64;41.836225;5.6;5.8;5.4;0;300;27;2014;10;44;0;0
2014-10-28;12730.0;3840;;85.57;41.9497;10.1;4.2;9.6;1;301;28;2014;10;44;0;0
2014-10-29;12698.0;3675;;86.91;42.3934;8.3;8.0;9.9;2;302;29;2014;10;44;0;0
2014-10-30;12616.0;3795;;85.5;42.6525;4.6;2.8;4.7;3;303;30;2014;10;44;0;0
2014-10-31;12620.0;3315;;84.17;43.3943;3.9;-1.5;2.0;4;304;31;2014;10;44;1;0
2014-11-05;12404.0;3795;;82.88;35.87246666666667;5.5;-4.3;3.7;2;309;5;2014;11;45;0;0
2014-11-06;12384.0;3135;;82.08;34.3681;1.8;-10.4;-1.7;3;310;6;2014;11;45;0;0
2014-11-07;12160.0;4815;;83.2;33.8353;5.1;-11.0;-1.1;4;311;7;2014;11;45;0;0
2014-11-10;12136.0;4815;;82.9;40.2125;2.5;3.0;2.8;0;314;10;2014;11;46;0;0
2014-11-11;12136.0;0;;80.94;45.8926;5.9;3.1;4.9;1;315;11;2014;11;46;0;0
2014-11-12;12155.0;4890;;80.42;54.2758;6.7;0.2;4.9;2;316;12;2014;11;46;0;0
2014-11-13;11283.0;3540;;77.74;46.3379;3.2;-6.3;-1.5;3;317;13;2014;11;46;0;0
2014-11-14;11272.0;3855;;77.51;46.1233;1.2;-8.3;-4.8;4;318;14;2014;11;46;0;0
2014-11-17;11142.0;4650;;76.86;47.0305;-5.6;-1.3;-1.8;0;321;17;2014;11;47;0;0
2014-11-18;11042.0;4995;;77.23;47.3329;-7.1;-2.7;-1.4;1;322;18;2014;11;47;0;0
2014-11-19;11021.0;4635;;77.21;46.9797;-9.1;-0.1;-1.8;2;323;19;2014;11;47;0;0
2014-11-20;10865.0;2775;;77.61;47.0294;-11.0;-1.1;-1.0;3;324;20;2014;11;47;0;0
2014-11-21;10680.0;2415;;79.2;46.7047;-6.5;-3.3;-2.4;4;325;21;2014;11;47;0;0
2014-11-24;10565.0;3495;;79.62;45.265075;-2.2;-0.9;-0.4;0;328;24;2014;11;48;0;0
2014-11-25;10521.0;6285;;77.62;44.7852;-4.8;-1.3;-2.9;1;329;25;2014;11;48;0;0
2014-11-26;10513.0;3675;;77.39;44.9758;-3.0;-0.55;0.0;2;330;26;2014;11;48;0;0
2014-11-27;10502.0;4470;;74.64;46.4244;-3.8;0.2;-1.0;3;331;27;2014;11;48;0;0
2014-11-28;10376.0;3675;;71.89;47.6629;-5.8;0.5;-4.1;4;332;28;2014;11;48;0;0
2014-12-01;10270.0;4035;;70.87;38.013025;-3.1;-6.2;-9.3;0;335;1;2014;12;49;0;1
2014-12-02;10130.0;5085;;71.13;34.7964;-4.7;-4.2;-6.9;1;336;2;2014;12;49;0;0
2014-12-03;10012.0;5070;;70.13;36.4015;-1.5;-0.2;0.9;2;337;3;2014;12;49;0;0
2014-12-04;9926.0;4530;;68.48;35.6239;1.9;-1.7;1.9;3;338;4;2014;12;49;0;0
2014-12-05;9850.0;4920;;68.0;35.7298;0.5;-3.5;0.0;4;339;5;2014;12;49;0;0
2014-12-08;9781.0;5910;;65.64;36.0475;0.1;0.7;0.6;0;342;8;2014;12;50;0;0
2014-12-09;9699.0;3450;;66.11;37.3758;0.8;0.1;0.7;1;343;9;2014;12;50;0;0
2014-12-10;9679.0;5475;;63.32;41.6639;0.2;0.0;1.3;2;344;10;2014;12;50;0;0
2014-12-11;9699.0;4170;;63.65;45.952;-1.9;-0.1;-1.1;3;345;11;2014;12;50;0;0
2014-12-12;9682.0;2370;;61.67;54.7932;-0.8;-1.2;-0.3;4;346;12;2014;12;50;0;0
2014-12-15;9649.0;2550;;61.09;57.457875;0.4;-0.7;0.3;0;349;15;2014;12;51;0;0
2014-12-16;9435.0;1275;;60.26;58.3461;1.5;-1.2642857142857142;0.3;1;350;16;2014;12;51;0;0
2014-12-17;9235.0;1290;;59.84;61.1512;1.7;-1.8285714285714285;0.9;2;351;17;2014;12;51;0;0
2014-12-18;9306.0;3630;;58.81;67.7851;0.3;-2.3928571428571432;-1.4;3;352;18;2014;12;51;0;0
2014-12-19;9281.0;2010;;58.87;59.6029;0.6;-2.9571428571428573;-0.9;4;353;19;2014;12;51;0;0
2014-12-22;9285.0;3510;;58.31;57.271225;-2.6;-4.65;-4.8;0;356;22;2014;12;52;0;0
2014-12-23;9362.0;2955;;59.07;56.494;-4.3;-5.214285714285714;-8.7;1;357;23;2014;12;52;0;0
2014-12-24;8865.0;4950;;58.67;54.5687;-9.8;-5.778571428571429;-11.7;2;358;24;2014;12;52;0;0
2014-12-25;8860.0;2970;;58.695;54.4913;-9.0;-6.342857142857143;-14.9;3;359;25;2014;12;52;0;0
2014-12-26;8780.0;5955;;58.72;52.6159;-4.8;-6.9071428571428575;-13.8;4;360;26;2014;12;52;0;0
2015-01-12;8416.0;1905;;46.9;66.737;-5.8;-16.5;-14.1;0;12;12;2015;1;3;0;0
2015-01-13;8416.0;1140;;45.13;62.7363;-2.2;-16.2;-10.6;1;13;13;2015;1;3;0;0
2015-01-14;8177.0;2085;;45.82;64.8425;0.6;-13.7;-8.7;2;14;14;2015;1;3;0;0
2015-01-15;8177.0;1140;;47.66;66.0983;0.7;-3.3;-0.9;3;15;15;2015;1;3;0;0
2015-01-16;8177.0;0;;47.38;64.8337;0.3;-1.7;0.4;4;16;16;2015;1;3;0;0
2015-01-19;8398.0;0;;46.712500000000006;64.938325;-0.3;-15.7;-7.7;0;19;19;2015;1;4;0;0
2015-01-20;8398.0;0;;46.49;64.9732;-10.1;-24.1;-15.1;1;20;20;2015;1;4;0;0
2015-01-21;8171.0;1980;;46.5;64.9862;-20.2;-23.2;-18.9;2;21;21;2015;1;4;0;0
2015-01-22;8171.0;0;;46.09;65.5558;-13.3;-20.4;-19.8;3;22;22;2015;1;4;0;0
2015-01-23;7219.0;4335;;46.69;65.4;-5.8;-23.7;-13.2;4;23;23;2015;1;4;0;0
2015-01-26;6656.0;2280;;46.07;65.545275;-4.2;-3.2;-3.4;0;26;26;2015;1;5;0;0
2015-01-27;6750.0;6870;;46.55;65.5937;-5.1;-2.3;-4.4;1;27;27;2015;1;5;0;0
2015-01-28;6779.0;5550;;47.07;67.8153;-3.1;-3.0;-2.3;2;28;28;2015;1;5;0;0
2015-01-29;6908.0;5955;;46.61;67.1506;-1.7;-1.5;-1.9;3;29;29;2015;1;5;0;0
2015-01-30;7110.0;5715;;47.52;68.7303;-0.6;-2.4;-0.6;4;30;30;2015;1;5;0;0
2015-02-02;7575.0;5130;;51.74;62.50428;-0.7;-10.4;-0.6;0;33;2;2015;2;6;0;0
2015-02-03;8224.0;4350;;54.41;60.42894;-2.4;-9.8;-3.6;1;34;3;2015;2;6;0;0
2015-02-04;8707.0;3810;;55.07;58.3536;-5.8;-10.8;-5.3;2;35;4;2015;2;6;0;0
2015-02-05;8887.0;3450;;55.98;55.587450000000004;-7.3;-10.4;-14.3;3;36;5;2015;2;6;0;0
2015-02-06;9387.0;3810;;55.88;52.8213;-4.3;-5.0;-3.3;4;37;6;2015;2;6;0;0
2015-02-09;9719.0;2370;;57.0;65.3495;-11.2;-19.3;-12.7;0;40;9;2015;2;7;0;0
2015-02-10;10464.0;2220;;55.79;65.0336;-2.4;-0.1;-0.7;1;41;10;2015;2;7;0;0
2015-02-11;10586.0;2430;;53.48;65.646;1.2;3.4;2.8;2;42;11;2015;2;7;0;0
2015-02-12;9549.0;2820;;56.23;66.2584;0.3;0.7;1.4;3;43;12;2015;2;7;0;0
2015-02-13;9636.0;4050;;60.33;66.0994;0.2;-5.7;-2.1;4;44;13;2015;2;7;0;0
2015-02-16;9743.0;4065;;61.57;63.52225;-15.0;-10.8;-9.5;0;47;16;2015;2;8;0;0
2015-02-17;9865.0;3510;;60.78;62.6632;-8.1;-6.2;-6.1;1;48;17;2015;2;8;0;0
2015-02-18;10483.0;2910;;60.72;62.8353;-3.6;-3.2;-3.7;2;49;18;2015;2;8;0;0
2015-02-19;10510.0;2910;;58.78;62.4001;-0.6;-1.4;-0.4;3;50;19;2015;2;8;0;0
2015-02-20;10681.0;2610;;60.99;62.1307;1.5;1.5;2.2;4;51;20;2015;2;8;0;0
2015-02-24;10551.0;1530;;60.33;63.23278;2.0;-0.3;2.0;1;55;24;2015;2;9;0;0
2015-02-25;10504.0;1830;;59.77;63.5083;2.2;0.4;2.1;2;56;25;2015;2;9;0;0
2015-02-26;10577.0;3630;;61.39;62.5906;1.4;0.4;0.4;3;57;26;2015;2;9;0;0
2015-02-27;12649.0;2910;;61.89;60.7109;0.7;-0.6;-2.8;4;58;27;2015;2;9;0;0
2015-03-02;13236.0;3165;;60.75;69.664;0.9;0.4;1.3;0;61;2;2015;3;10;0;0
2015-03-03;13366.0;3375;;61.18;62.2248;1.8;0.45;1.5;1;62;3;2015;3;10;0;0
2015-03-04;13849.0;2790;;59.18;56.9902;1.0;0.5;1.3;2;63;4;2015;3;10;0;0
2015-03-05;13823.0;2070;;60.33;55.21575;-0.3;0.3;0.4;3;64;5;2015;3;10;0;0
2015-03-06;13692.0;1875;;59.15;53.4413;-0.8;-0.4;0.6;4;65;6;2015;3;10;0;0
2015-03-10;13638.0;1890;;55.95;65.9414;2.5;-0.3;2.7;1;69;10;2015;3;11;0;0
2015-03-11;13604.0;1530;;56.46;63.7993;2.8;-1.5000000000000002;2.7;2;70;11;2015;3;11;0;0
2015-03-12;13613.0;2325;;56.66;66.7402;0.8;-2.7;-0.3;3;71;12;2015;3;11;0;0
2015-03-13;13623.0;2265;;54.8;60.9595;0.0;-0.2;-0.3;4;72;13;2015;3;11;0;0
2015-03-16;13387.0;1350;;52.0;61.85215;2.1;0.3;2.0;0;75;16;2015;3;12;0;0
2015-03-17;12864.0;6945;;52.17;62.1497;3.9;0.5;3.4;1;76;17;2015;3;12;0;0
2015-03-18;12860.0;4785;;52.59;61.751;4.6;1.3;3.9;2;77;18;2015;3;12;0;0
2015-03-19;12822.0;4425;;52.96;61.3483;3.4;2.4;4.1;3;78;19;2015;3;12;0;0
2015-03-20;12664.0;3510;;53.88;59.8308;1.3;-2.4;1.6;4;79;20;2015;3;12;0;0
2015-03-23;12669.0;1890;;53.82;59.5416;-1.4;-2.5;-1.9;0;82;23;2015;3;13;0;0
2015-03-24;12674.0;2430;;53.61;59.4452;2.8;-3.8;-0.6;1;83;24;2015;3;13;0;0
2015-03-25;12635.0;2625;;54.18;58.771;-1.3;-10.8;-6.2;2;84;25;2015;3;13;0;0
2015-03-26;12618.0;2985;;57.02;57.3879;-0.9;-6.6;-6.2;3;85;26;2015;3;13;0;0
2015-03-27;12634.0;1890;;56.44;56.4271;2.4;-5.6;-3.7;4;86;27;2015;3;13;0;0
2015-03-30;12627.0;1890;;53.99;57.955;-0.1;-0.4;0.8;0;89;30;2015;3;14;0;0
2015-03-31;12592.0;2445;;53.69;58.4643;2.7;0.5499999999999999;1.3;1;90;31;2015;3;14;1;0
2015-04-01;12166.0;1770;;55.73;63.1185;2.8;1.5;0.8;2;91;1;2015;4;14;0;1
2015-04-02;12037.0;1965;;55.73;67.7727;1.4;0.4;0.7;3;92;2;2015;4;14;0;0
2015-04-03;12031.0;2325;;55.73;62.3649;2.6;1.2;2.7;4;93;3;2015;4;14;0;0
2015-04-06;11924.0;1350;;55.73;53.059;2.9;-0.4;3.7;0;96;6;2015;4;15;0;0
2015-04-07;11886.0;1725;;57.55;55.6049;2.2;1.7;1.9;1;97;7;2015;4;15;0;0
2015-04-08;11793.0;1950;;56.42;62.4677;4.2;3.0;3.0;2;98;8;2015;4;15;0;0
2015-04-09;11402.0;1410;;56.04;67.0102;5.9;2.0;5.1;3;99;9;2015;4;15;0;0
2015-04-10;10972.0;1710;;56.82;64.09255999999999;7.1;1.5;4.2;4;100;10;2015;4;15;0;0
2015-04-13;10665.0;2130;;57.14;55.339639999999996;4.8;3.0;4.6;0;103;13;2015;4;16;0;0
2015-04-14;10685.0;2670;;57.69;52.422;3.1;2.4;4.6;1;104;14;2015;4;16;0;0
2015-04-15;10682.0;2610;;59.32;51.9749;2.9;1.5;1.8;2;105;15;2015;4;16;0;0
2015-04-16;10720.0;2490;;60.13;50.5033;3.4;0.8;2.4;3;106;16;2015;4;16;0;0
2015-04-17;10747.0;2490;;61.31;49.6749;3.3;0.7;2.2;4;107;17;2015;4;16;0;0
2015-04-20;10817.0;2130;;61.2;51.05925;1.9;2.4;1.2;0;110;20;2015;4;17;0;0
2015-04-21;10822.0;4380;;60.12;51.5207;4.3;2.8;3.3;1;111;21;2015;4;17;0;0
2015-04-22;10757.0;2265;;60.12;53.9728;6.9;2.25;4.2;2;112;22;2015;4;17;0;0
2015-04-23;10690.0;2670;;62.66;53.6555;3.7;1.7;1.7;3;113;23;2015;4;17;0;0
2015-04-24;10744.0;1770;;62.96;51.6011;5.3;-0.1;1.9;4;114;24;2015;4;17;0;0
2015-04-27;10987.0;1710;;62.86;51.502025;10.9;1.7;4.4;0;117;27;2015;4;18;0;0
2015-04-28;11126.0;1770;;62.61;51.469;11.9;3.8;7.6;1;118;28;2015;4;18;0;0
2015-04-29;11070.0;1950;;63.97;52.3041;9.0;0.2;4.1;2;119;29;2015;4;18;0;0
